index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
21842,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,53,7,54,225000.0,1.0
21843,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,59,42,10,85500.0,2.0
21844,0,0,0,Working,Secondary / secondary special,Married,With parents,Laborers,2,54,4,6,112500.0,0.0
21845,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,57,0,59,94500.0,2.0
21846,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,28,7,1,112500.0,1.0
21847,1,0,0,Commercial associate,Higher education,Married,With parents,Managers,2,35,14,53,225000.0,0.0
21848,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,45,16,22,225000.0,2.0
21849,1,1,0,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,59,12,22,229500.0,2.0
21850,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,40,3,1,216000.0,0.0
21851,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,37,12,30,180000.0,2.0
21852,1,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,30,3,25,270000.0,2.0
21853,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,49,1,20,81000.0,0.0
21854,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,51,3,52,90000.0,1.0
21855,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,31,3,11,49500.0,2.0
21856,1,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,58,0,11,121500.0,1.0
21857,0,1,0,Working,Higher education,Separated,With parents,Core staff,2,36,13,0,184500.0,0.0
21858,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,4,360000.0,2.0
21859,0,1,0,State servant,Higher education,Single / not married,House / apartment,Core staff,1,33,11,55,342000.0,2.0
21860,1,1,1,Working,Higher education,Married,House / apartment,IT staff,3,30,9,6,310500.0,0.0
21861,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,Core staff,4,39,17,6,135000.0,2.0
21862,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,51,6,35,135000.0,2.0
21863,0,1,1,Working,Higher education,Single / not married,House / apartment,Laborers,3,38,2,14,540000.0,0.0
21864,0,0,1,Working,Higher education,Married,House / apartment,Sales staff,3,35,4,32,225000.0,2.0
21865,0,1,0,Commercial associate,Incomplete higher,Separated,House / apartment,Accountants,1,38,4,17,202500.0,2.0
21866,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,5,61,0,12,450000.0,0.0
21867,0,0,0,Working,Secondary / secondary special,Widow,Municipal apartment,Core staff,1,54,9,17,180000.0,1.0
21868,1,1,1,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,31,11,60,270000.0,2.0
21869,0,1,0,Working,Incomplete higher,Single / not married,With parents,Laborers,1,44,1,7,157500.0,2.0
21870,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,39,3,39,360000.0,1.0
21871,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,28,3,30,202500.0,2.0
21872,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,35,2,41,180000.0,2.0
21873,1,1,1,Working,Higher education,Married,House / apartment,Laborers,4,37,1,38,315000.0,2.0
21874,0,0,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,31,1,8,220500.0,1.0
21875,1,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,4,43,3,10,270000.0,1.0
21876,1,1,1,Working,Incomplete higher,Married,House / apartment,Laborers,2,57,11,8,180000.0,2.0
21877,0,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,4,29,2,9,112500.0,2.0
21878,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,37,6,44,225000.0,2.0
21879,1,0,0,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,28,1,24,180000.0,2.0
21880,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,38,6,17,135000.0,2.0
21881,0,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,60,0,49,175500.0,2.0
21882,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,35,4,21,112500.0,2.0
21883,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,7,81000.0,2.0
21884,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,3,39,3,24,180000.0,2.0
21885,0,0,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,Medicine staff,2,45,26,20,135000.0,2.0
21886,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,44,5,48,202500.0,2.0
21887,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,HR staff,1,29,3,16,270000.0,2.0
21888,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,2,76500.0,1.0
21889,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,30,2,13,121500.0,2.0
21890,0,1,0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,2,27,5,37,135000.0,1.0
21891,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,56,5,41,202500.0,2.0
21892,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,1,48,22,33,157500.0,2.0
21893,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,25,3,18,225000.0,2.0
21894,0,0,1,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff,2,51,6,40,315000.0,2.0
21895,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,55,5,33,103500.0,0.0
21896,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,39,1,24,112500.0,2.0
21897,1,0,1,Working,Higher education,Married,House / apartment,Laborers,3,37,15,28,112500.0,2.0
21898,0,0,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,46,14,11,193500.0,2.0
21899,0,0,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,Core staff,2,34,15,27,157500.0,2.0
21900,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,29,10,27,157500.0,2.0
21901,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,45,13,58,292500.0,2.0
21902,1,1,0,Working,Higher education,Married,House / apartment,Managers,2,28,9,24,180000.0,2.0
21903,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,47,7,20,135000.0,2.0
21904,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,58,16,34,112500.0,2.0
21905,0,0,0,Commercial associate,Higher education,Married,House / apartment,Drivers,2,28,2,18,225000.0,2.0
21906,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,46,22,3,157500.0,1.0
21907,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,36,3,32,135000.0,1.0
21908,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,65,0,13,126000.0,1.0
21909,0,1,1,Working,Incomplete higher,Married,House / apartment,Core staff,4,31,1,41,121500.0,1.0
21910,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,35,7,17,270000.0,2.0
21911,0,0,1,Working,Higher education,Married,House / apartment,Sales staff,2,54,1,9,247500.0,2.0
21912,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,43,4,37,180000.0,0.0
21913,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,47,5,39,202500.0,2.0
21914,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,7,41,270000.0,2.0
21915,0,0,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,2,50,17,46,112500.0,2.0
21916,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,2,2,292500.0,0.0
21917,1,1,1,Working,Higher education,Married,House / apartment,Laborers,2,54,21,6,360000.0,2.0
21918,1,1,1,Working,Higher education,Married,House / apartment,Managers,2,28,7,43,292500.0,2.0
21919,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,24,27,135000.0,2.0
21920,1,1,0,Commercial associate,Incomplete higher,Civil marriage,With parents,Sales staff,2,24,2,35,261000.0,1.0
21921,0,0,0,Working,Secondary / secondary special,Married,With parents,Core staff,3,31,11,43,112500.0,0.0
21922,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,58,3,28,112500.0,1.0
21923,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,39,5,7,67500.0,1.0
21924,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,34,11,42,135000.0,1.0
21925,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,55,9,38,135000.0,2.0
21926,1,1,0,Working,Higher education,Married,With parents,Laborers,2,35,16,51,180000.0,2.0
21927,0,0,1,Working,Higher education,Married,House / apartment,Managers,4,33,5,16,292500.0,2.0
21928,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,66,9,26,135000.0,2.0
21929,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2,51,13,49,117000.0,1.0
21930,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,5,33,2,6,292500.0,2.0
21931,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,60,0,25,67500.0,2.0
21932,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,41,4,47,225000.0,1.0
21933,1,1,1,Working,Higher education,Married,House / apartment,High skill tech staff,3,36,11,13,189000.0,2.0
21934,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,2,35,5,43,135000.0,2.0
21935,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,3,15,216000.0,1.0
21936,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,39,90000.0,2.0
21937,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,42,45000.0,2.0
21938,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,46,4,21,180000.0,2.0
21939,0,0,1,Working,Secondary / secondary special,Married,Co-op apartment,High skill tech staff,2,41,16,24,202500.0,2.0
21940,1,1,0,Working,Higher education,Married,House / apartment,Core staff,2,53,15,6,135000.0,2.0
21941,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,36,5,23,180000.0,2.0
21942,0,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,25,5,5,225000.0,1.0
21943,0,0,1,Working,Higher education,Single / not married,House / apartment,Sales staff,1,62,37,8,180000.0,2.0
21944,0,1,1,Working,Higher education,Married,House / apartment,Managers,3,40,14,24,157500.0,2.0
21945,0,0,1,Pensioner,Higher education,Widow,House / apartment,Unoccupied,1,56,0,44,112500.0,1.0
21946,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,57,0,50,58500.0,2.0
21947,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,34,12,50,360000.0,2.0
21948,1,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,40,0,5,270000.0,2.0
21949,1,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,62,1,24,202500.0,2.0
21950,0,1,1,State servant,Higher education,Married,House / apartment,Laborers,2,44,20,12,517500.0,2.0
21951,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Managers,3,28,4,1,360000.0,1.0
21952,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,67,0,15,135000.0,2.0
21953,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,32,7,57,112500.0,2.0
21954,0,0,1,Pensioner,Incomplete higher,Married,House / apartment,Unoccupied,2,60,0,29,103500.0,2.0
21955,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,6,27,67500.0,2.0
21956,0,1,1,Commercial associate,Higher education,Married,House / apartment,Core staff,4,37,1,33,337500.0,2.0
21957,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,6,28,67500.0,2.0
21958,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,16,225000.0,2.0
21959,1,0,0,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,67,0,26,130500.0,2.0
21960,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,61,0,18,74700.0,1.0
21961,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,7,180000.0,0.0
21962,0,1,0,State servant,Higher education,Married,House / apartment,Laborers,4,43,21,41,270000.0,2.0
21963,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,29,1,24,270000.0,2.0
21964,1,1,0,Commercial associate,Higher education,Married,House / apartment,Laborers,4,40,9,46,202500.0,2.0
21965,0,0,0,Commercial associate,Higher education,Single / not married,Rented apartment,Laborers,1,32,4,14,157500.0,1.0
21966,0,1,0,Working,Higher education,Married,With parents,Core staff,2,28,5,8,112500.0,0.0
21967,0,0,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1,32,6,5,157500.0,1.0
21968,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,63,0,16,162000.0,2.0
21969,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,45,3,5,180000.0,2.0
21970,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,16,67500.0,2.0
21971,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,39,1,52,225000.0,2.0
21972,0,0,1,Pensioner,Higher education,Single / not married,House / apartment,Unoccupied,1,62,0,13,117000.0,2.0
21973,1,0,0,Working,Higher education,Married,House / apartment,Drivers,2,47,8,21,225000.0,2.0
21974,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,42,3,23,135000.0,2.0
21975,0,0,0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,35,13,25,135000.0,2.0
21976,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,20,94500.0,2.0
21977,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,54,0,34,144000.0,2.0
21978,0,1,1,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,56,5,17,373500.0,1.0
21979,0,0,0,Working,Incomplete higher,Married,Municipal apartment,Sales staff,5,42,7,50,112500.0,2.0
21980,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,43,6,17,157500.0,2.0
21981,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,36,16,27,144000.0,2.0
21982,1,1,1,Working,Higher education,Married,House / apartment,Security staff,2,57,2,18,225000.0,2.0
21983,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,37,81000.0,1.0
21984,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,39,9,26,225000.0,0.0
21985,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,32,4,8,270000.0,2.0
21986,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,15,90000.0,2.0
21987,0,0,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unoccupied,2,58,0,24,112500.0,2.0
21988,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,26,7,35,99000.0,0.0
21989,0,0,0,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,2,34,10,3,108000.0,1.0
21990,0,1,1,Working,Higher education,Married,House / apartment,Accountants,2,36,8,38,135000.0,2.0
21991,0,0,0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,40,12,11,90000.0,0.0
21992,1,0,1,Working,Higher education,Married,House / apartment,Laborers,2,55,1,43,135000.0,2.0
21993,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,29,2,3,135000.0,1.0
21994,0,1,1,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,1,58,3,9,112500.0,2.0
21995,1,1,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,Laborers,1,25,1,49,121500.0,2.0
21996,1,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,36,3,60,270000.0,1.0
21997,1,1,1,Working,Secondary / secondary special,Married,With parents,Laborers,3,32,5,13,292500.0,2.0
21998,0,0,1,Working,Lower secondary,Married,House / apartment,Medicine staff,2,45,7,42,90000.0,1.0
21999,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,55,8,30,171000.0,2.0
22000,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Managers,3,41,8,14,360000.0,2.0
22001,0,0,1,Working,Incomplete higher,Civil marriage,House / apartment,Laborers,2,25,5,53,112500.0,2.0
22002,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,38,6,31,135000.0,1.0
22003,1,1,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,56,0,14,225000.0,1.0
22004,1,1,1,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,Drivers,2,27,5,13,180000.0,2.0
22005,0,0,0,Working,Higher education,Married,Municipal apartment,Laborers,3,33,3,18,202500.0,2.0
22006,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,3,41,7,10,360000.0,2.0
22007,0,1,1,Commercial associate,Higher education,Married,House / apartment,Accountants,2,32,11,39,135000.0,2.0
22008,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,53,3,26,117000.0,1.0
22009,0,0,0,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,2,44,15,52,135000.0,2.0
22010,1,1,1,Working,Higher education,Married,House / apartment,Security staff,2,59,2,18,72000.0,2.0
22011,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,60,0,56,247500.0,2.0
22012,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,3,112500.0,1.0
22013,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,46,9,54,180000.0,1.0
22014,1,1,0,Commercial associate,Higher education,Married,House / apartment,Laborers,2,53,1,13,166500.0,2.0
22015,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,48,10,29,76500.0,2.0
22016,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,44,17,24,180000.0,2.0
22017,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,31,3,41,112500.0,2.0
22018,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,59,135000.0,1.0
22019,1,1,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,Managers,2,43,5,33,1125000.0,2.0
22020,0,1,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,59,0,14,742500.0,2.0
22021,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,54,3,21,90000.0,2.0
22022,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,50,20,40,202500.0,2.0
22023,1,0,0,Working,Secondary / secondary special,Separated,With parents,Sales staff,1,36,4,50,270000.0,1.0
22024,0,1,0,Working,Incomplete higher,Married,House / apartment,Core staff,6,34,13,18,202500.0,2.0
22025,1,1,1,Commercial associate,Higher education,Married,House / apartment,Core staff,3,28,3,39,292500.0,2.0
22026,0,1,1,State servant,Higher education,Widow,House / apartment,Laborers,2,49,2,19,315000.0,0.0
22027,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,45,211500.0,1.0
22028,0,1,1,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,57,1,7,135000.0,0.0
22029,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,66,0,48,150750.0,2.0
22030,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,53,4,12,607500.0,1.0
22031,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,17,90000.0,0.0
22032,0,0,1,State servant,Higher education,Single / not married,House / apartment,Core staff,2,43,7,16,252000.0,2.0
22033,0,0,1,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,3,43,18,43,81000.0,2.0
22034,0,1,0,State servant,Higher education,Single / not married,House / apartment,Managers,1,46,12,59,247500.0,2.0
22035,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,50,7,26,360000.0,2.0
22036,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,15,14,180000.0,2.0
22037,0,0,1,Commercial associate,Incomplete higher,Married,With parents,Accountants,2,27,4,14,225000.0,2.0
22038,0,0,1,State servant,Higher education,Married,House / apartment,Managers,4,42,12,52,337500.0,1.0
22039,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,5,4,121500.0,2.0
22040,0,0,1,Pensioner,Higher education,Civil marriage,House / apartment,Unoccupied,2,58,0,16,130500.0,1.0
22041,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,39,1,5,189000.0,2.0
22042,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,43,6,28,202500.0,2.0
22043,0,0,1,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,3,30,5,13,270000.0,0.0
22044,0,0,1,Working,Higher education,Single / not married,House / apartment,Core staff,2,28,5,52,216000.0,2.0
22045,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2,55,4,16,270000.0,2.0
22046,0,0,1,Working,Higher education,Married,House / apartment,Sales staff,3,37,7,13,112500.0,1.0
22047,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,41,1,13,72000.0,2.0
22048,1,1,0,Working,Higher education,Civil marriage,House / apartment,Managers,2,32,9,15,360000.0,2.0
22049,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,5,30,9,36,135000.0,1.0
22050,0,0,1,Commercial associate,Higher education,Separated,House / apartment,Managers,2,47,16,60,180000.0,2.0
22051,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,51,0,38,157500.0,2.0
22052,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,30,135000.0,0.0
22053,1,1,1,Working,Incomplete higher,Married,House / apartment,Security staff,2,47,3,38,202500.0,1.0
22054,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,60,0,25,67500.0,0.0
22055,1,0,1,Commercial associate,Incomplete higher,Married,House / apartment,Drivers,3,34,4,52,270000.0,2.0
22056,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,44,6,28,76500.0,2.0
22057,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,44,11,34,90000.0,2.0
22058,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,53,4,24,180000.0,1.0
22059,0,0,1,State servant,Higher education,Married,House / apartment,Core staff,4,30,10,44,180000.0,1.0
22060,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,5,3,270000.0,1.0
22061,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,27,3,26,135000.0,1.0
22062,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,62,0,29,360000.0,2.0
22063,0,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,59,0,23,675000.0,2.0
22064,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,48,15,1,99000.0,0.0
22065,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,27,5,38,157500.0,2.0
22066,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,29,3,15,67500.0,1.0
22067,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,44,11,6,90000.0,0.0
22068,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,5,45,2,6,67500.0,2.0
22069,1,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,52,21,26,216000.0,2.0
22070,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,30,6,49,337500.0,1.0
22071,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,43,12,24,202500.0,2.0
22072,1,0,0,Working,Incomplete higher,Civil marriage,House / apartment,Low-skill Laborers,2,30,5,31,135000.0,2.0
22073,1,1,0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,Drivers,1,26,4,57,180000.0,2.0
22074,0,0,1,Working,Secondary / secondary special,Widow,House / apartment,Laborers,1,47,7,25,121500.0,1.0
22075,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,54,9,17,90000.0,2.0
22076,0,1,1,Working,Higher education,Civil marriage,House / apartment,Managers,2,54,13,59,135000.0,2.0
22077,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,42,13,56,157500.0,0.0
22078,0,1,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,47,7,42,81000.0,2.0
22079,1,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,60,0,2,49500.0,1.0
22080,0,0,1,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff,2,51,6,31,315000.0,2.0
22081,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,7,33,202500.0,2.0
22082,1,0,0,Working,Higher education,Married,House / apartment,Laborers,2,28,1,54,166500.0,0.0
22083,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,54,103500.0,2.0
22084,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,49,4,10,315000.0,2.0
22085,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,8,94500.0,2.0
22086,1,0,0,Working,Secondary / secondary special,Married,Office apartment,Laborers,4,38,9,9,247500.0,1.0
22087,0,0,1,State servant,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,43,11,48,225000.0,0.0
22088,0,1,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,59,0,30,742500.0,2.0
22089,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,26,4,4,135000.0,1.0
22090,1,0,1,Pensioner,Secondary / secondary special,Married,Rented apartment,Unoccupied,2,45,0,42,126000.0,2.0
22091,0,1,1,Working,Higher education,Married,Co-op apartment,Sales staff,2,29,3,9,180000.0,2.0
22092,0,0,0,Working,Higher education,Separated,House / apartment,Medicine staff,1,47,9,13,157500.0,2.0
22093,1,1,1,Working,Secondary / secondary special,Married,Rented apartment,Managers,2,27,5,25,99000.0,2.0
22094,0,1,0,Working,Higher education,Married,With parents,Core staff,2,28,5,9,112500.0,1.0
22095,0,0,1,Pensioner,Higher education,Widow,House / apartment,Unoccupied,1,66,0,25,121500.0,2.0
22096,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,51,15,39,144000.0,0.0
22097,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,25,14,270000.0,2.0
22098,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,52,11,6,202500.0,2.0
